shock_id,shock_date,document_filename,document_date,document_county,days_from_shock
sb_1437_felony_murder,2019-01-01,2018.11.27_LA County_Expanded Charging Jurisdiction (AB 1065).pdf,2018-11-27,Los Angeles County,-35
sb_1437_felony_murder,2019-01-01,2018.11.27_LA County_SB 1437-Changes to Accomplice Liability for Murder Memo.pdf,2018-11-27,Los Angeles County,-35
sb_1437_felony_murder,2019-01-01,2018.12.04_LA County_Prosecuting Minors Under 12 (SB 439).pdf,2018-12-04,Los Angeles County,-28
sb_1437_felony_murder,2019-01-01,2018.12.27_LA County_SB 1437-Murder Resentencing.pdf,2018-12-27,Los Angeles County,-5
sb_1437_felony_murder,2019-01-01,2018.12.27_LA County_SB 1437-Resentencing Petitions.pdf,2018-12-27,Los Angeles County,-5
sb_1437_felony_murder,2019-01-01,2019_Santa Barbara County_Voir Dire in Domestic Violence Cases-New Prosecutors.pdf,2019-01-01,Santa Barbara County,0
sb_1437_felony_murder,2019-01-01,2019_Siskiyou County_Voir Dire Training for New Prosecutors (1).pdf,2019-01-01,Siskiyou County,0
sb_1437_felony_murder,2019-01-01,2019_Siskiyou County_Voir Dire Training for New Prosecutors.pdf,2019-01-01,Siskiyou County,0
sb_1437_felony_murder,2019-01-01,2019_Stanislaus County_Voir-Dire-New-Prosecutors.pdf,2019-01-01,Stanislaus County,0
sb_1437_felony_murder,2019-01-01,2019_Ventura County_Rule 3.8 -Responsibilities of Prosecutors.pdf,2019-01-01,Ventura County,0
sb_1437_felony_murder,2019-01-01,2019.01.04_Ventura County_Domestic Violence Filing Criteria.docx,2019-01-04,Ventura County,3
sb_1437_felony_murder,2019-01-01,2019.01.07_San Luis Obispo County_Memo re CDAA Uniform Crime Charging Standards Manual.pdf,2019-01-07,San Luis Obispo County,6
sb_1437_felony_murder,2019-01-01,2019.01.08_Ventura County_Certifcate of Attendance Case Filing.pdf,2019-01-08,Ventura County,7
sb_1437_felony_murder,2019-01-01,2019.01.08_Ventura County_Record of Attendance Case Filing.pdf,2019-01-08,Ventura County,7
sb_1437_felony_murder,2019-01-01,2019.01.08_Ventura Couny_Domestic Violence Filing Criteria.docx,2019-01-08,Ventura County,7
sb_1437_felony_murder,2019-01-01,2019.02.12_Ventura County_Certifcate of Attendance Cellebrite for the Prosecution.pdf,2019-02-12,Ventura County,42
sb_1437_felony_murder,2019-01-01,2019.03.05_San Mateo County_How to Avoid Prosecutorial Misconduct Training.docx,2019-03-05,San Mateo County,63
sb_1437_felony_murder,2019-01-01,Prosecutorial Misconduct by MXM - 03.08.2019.mp4,2019-03-08,San Mateo County,66
sb_1437_felony_murder,2019-01-01,2019.03.11_LA County_BVS Assistance SB 1437.pdf,2019-03-11,Los Angeles County,69
sb_1437_felony_murder,2019-01-01,2019.07.22_LA County_Revision to SB 1437.pdf,2019-07-22,Los Angeles County,202
sb_1437_felony_murder,2019-01-01,2019.09.18_San Mateo County_The Whole Job of the Trial Prosecutor.docx,2019-09-18,San Mateo County,260
sb_1437_felony_murder,2019-01-01,2019.09.24_Ventura County_Prosecutorial Ethics and Discovery Presentation.ppt,2019-09-24,Ventura County,266
sb_1437_felony_murder,2019-01-01,2019.09.26_Ventura County_DUI Prosecution Overview (MCLE Rec. of Att.).pdf,2019-09-26,Ventura County,268
sb_1437_felony_murder,2019-01-01,2019.10.01_San Mateo County_NEW LAWS FOR PROSECUTORS.docx,2019-10-01,San Mateo County,273
sb_1437_felony_murder,2019-01-01,2019.10.07_Alameda County_Jane Doe Charging.pdf,2019-10-07,Alameda County,279
sb_1437_felony_murder,2019-01-01,2019.12.02_Marin County_Inquisitive Prosecutor's Guide-Brady Lists.pdf,2019-12-02,Marin County,335
sb_1437_felony_murder,2019-01-01,2019.12.10_Sacramento County_Legal & Case Prosecution Policy Manual.pdf,2019-12-10,Sacramento County,343
sb_1437_felony_murder,2019-01-01,2019.12.10_Ventura County_Filing Cases (MCLE Rec. of Att.).pdf,2019-12-10,Ventura County,343
sb_1437_felony_murder,2019-01-01,2020_San Mateo County_Avoiding Prosecutorial Misconduct Training.pptx,2020-01-01,San Mateo County,365
sb_180_drug_enhancement_repeal,2018-01-01,2017.11.20_LA County_Court Discretion to Strike Gun Allegations Memo.pdf,2017-11-20,Los Angeles County,-42
sb_180_drug_enhancement_repeal,2018-01-01,2018.01.05_LA County_Gun Enhancements Memo.pdf,2018-01-05,Los Angeles County,4
sb_620_firearm_enhancement_discretion,2018-01-01,2017.11.20_LA County_Court Discretion to Strike Gun Allegations Memo.pdf,2017-11-20,Los Angeles County,-42
sb_620_firearm_enhancement_discretion,2018-01-01,2018.01.05_LA County_Gun Enhancements Memo.pdf,2018-01-05,Los Angeles County,4
sb_81_enhancement_presumption,2022-01-01,"2021.04.09_LA County_News Release DA Gascon, Assembly Member Santiago Unveil Juvenile 3 Strikes Reform Bill.pdf",2021-04-09,Los Angeles County,-267
zero_bail_statewide,2020-04-13,2020 Temporary Emergency Misdemeanor Bail Schedule.pdf,2020-01-01,Merced County,-103
zero_bail_statewide,2020-04-13,2020_Merced County_Temporary Emergency Felony Bail Schedule Amended June.pdf,2020-01-01,Merced County,-103
zero_bail_statewide,2020-04-13,2020_Orange County_Uniform Bail Schedule.pdf,2020-01-01,Orange County,-103
zero_bail_statewide,2020-04-13,2020.01.22_San Francisco County_Pretrial Detention and Release Conditions.pdf,2020-01-22,San Francisco County,-82
zero_bail_statewide,2020-04-13,2020.03.23_Fresno County_COVID-19 Emergency Bail Schedule.pdf,2020-03-23,Fresno County,-21
zero_bail_statewide,2020-04-13,2020.04.07_San Luis Obispo County_Email re Evaluation of In Custody Defendants Under Emergency Bail Schedule INSTRUCTIONS.pdf,2020-04-07,San Luis Obispo County,-6
zero_bail_statewide,2020-04-13,2020.04.09_San Luis Obispo County_Emergency Bail Provisions (Judge Couzens).pdf,2020-04-09,San Luis Obispo County,-4
zero_bail_statewide,2020-04-13,2020.04.10_San Luis Obispo County_Email re DA Emergency Zero Bail Schedule (EBS) Memo and LEA Request for bail form_Redacted.pdf,2020-04-10,San Luis Obispo County,-3
zero_bail_statewide,2020-04-13,2020.04.10_San Luis Obispo County_Emergency Bail Schedule Memo.pdf,2020-04-10,San Luis Obispo County,-3
zero_bail_statewide,2020-04-13,2020.04.17_San Luis Obispo County_Emergency Bail Provisions.pdf,2020-04-17,San Luis Obispo County,4
zero_bail_statewide,2020-04-13,2020.04.24_San Luis Obispo County_Source of Bail Declaration PC 1275 with check boxes.pdf,2020-04-24,San Luis Obispo County,11
zero_bail_statewide,2020-04-13,2020.05.12_San Luis Obispo County_Emergency Bail Schedule Memo.pdf,2020-05-12,San Luis Obispo County,29
zero_bail_statewide,2020-04-13,2020.06.12_Marin County_Inquisitive Prosecutor's Guide-Bail Issues.pdf,2020-06-12,Marin County,60
zero_bail_statewide,2020-04-13,2020.06.19_San Luis Obispo County_Emergency Bail Schedule.pdf,2020-06-19,San Luis Obispo County,67
zero_bail_statewide,2020-04-13,2020.06.19_San Luis Obispo County_Updated Emergency Bail Schedule Memo and Schedule.pdf,2020-06-19,San Luis Obispo County,67
zero_bail_statewide,2020-04-13,2020.06.23_LA County_Emergency Bail Schedule Memo.pdf,2020-06-23,Los Angeles County,71
zero_bail_statewide,2020-04-13,2020.06.29_San Diego County_Temp Emergency Mod. to the Bail Schedule.pdf,2020-06-29,San Diego County,77
zero_bail_statewide,2020-04-13,2020.11.12_LA County_LPM Chapter 8 Bail and Own Recongnizance.pdf,2020-11-12,Los Angeles County,213
zero_bail_statewide,2020-04-13,2020.12.07_LA County_Pretrial Release Policy Memo.pdf,2020-12-07,Los Angeles County,238
zero_bail_statewide,2020-04-13,2020.12.18_LA County_News Release DA Gascon Issues Amended Directive on Sentencing Enhancements.pdf,2020-12-18,Los Angeles County,249
zero_bail_statewide,2020-04-13,2021_Inyo County_Peoples' Opposition to Motion to Reduce Bail.pdf,2021-01-01,Inyo County,263
zero_bail_statewide,2020-04-13,2021.01.05_LA County_News Release DA Gascon Issues Statement on Money Bail.pdf,2021-01-05,Los Angeles County,267
zero_bail_statewide,2020-04-13,2021.01.12_LA County_News Release DA Gascon Supports Effort to Ban Death Penalty at Federal Level.pdf,2021-01-12,Los Angeles County,274
zero_bail_statewide,2020-04-13,2021.02.25_LA County_News Release DA Gascon Applauds State Supreme Court Ruling on Youth Justice.pdf,2021-02-25,Los Angeles County,318
zero_bail_statewide,2020-04-13,2021.03.17_LA County_News Release DA Gascon Outlines Reforms Made During First 100 Days In Office Promises More (2).pdf,2021-03-17,Los Angeles County,338
zero_bail_statewide,2020-04-13,2021.03.17_LA County_News Release DA Gascon Outlines Reforms Made During First 100 Days In Office Promises More.pdf,2021-03-17,Los Angeles County,338
zero_bail_statewide,2020-04-13,2021.03.25_LA County_News Release DA Gascon Applauds CA Supreme Court Ruling on Cash Bail.pdf,2021-03-25,Los Angeles County,346
zero_bail_statewide,2020-04-13,2021.03.26_Fresno County_Cash Bail and In re Humphrey Memo.pdf,2021-03-26,Fresno County,347
zero_bail_statewide,2020-04-13,2021.04.01_Marin County_Bail Procedures per Humphrey.pdf,2021-04-01,Marin County,353
zero_bail_statewide,2020-04-13,"2021.04.09_LA County_News Release DA Gascon, Assembly Member Santiago Unveil Juvenile 3 Strikes Reform Bill.pdf",2021-04-09,Los Angeles County,361
