filename,county,source,relevant_date,date_of_production,upload_date,document_url,download_url,download_success
2019.06.28_LA County_General Office Memorandum 19-072.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/28/2019,,04/03/2025,https://www.aclunc.org/20190628-la-county-general-office-memorandum-19-072pdf,https://drive.google.com/open?id=1NtKGiav6KCEcZGNv0G4-8MJ0VqPvPzR6,True
2019.07.02_LA County_General Office Memorandum 19-073.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/02/2019,,04/03/2025,https://www.aclunc.org/20190702-la-county-general-office-memorandum-19-073pdf,https://drive.google.com/open?id=1c4fqjTRQYsUdMaamuUsLKx6CCMj1n0u-,True
2019.07.11_LA County_General Office Memorandum 19-076.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/11/2019,,04/03/2025,https://www.aclunc.org/20190711-la-county-general-office-memorandum-19-076pdf,https://drive.google.com/open?id=1sjEPrNK20UqCQtoJyYdEIBu9jGkvwukc,True
2019.07.11_LA County_Prevention of Transfers Upheld.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/11/2019,,04/03/2025,https://www.aclunc.org/20190711-la-county-prevention-transfers-upheldpdf,https://drive.google.com/open?id=12LIgSwjf1MX5BEj_dh61RFkgHJ24w776,True
2019.07.22_LA County_General Office Memorandum 19-082.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/22/2019,,04/03/2025,https://www.aclunc.org/20190722-la-county-general-office-memorandum-19-082pdf,https://drive.google.com/open?id=18DTQ6r66sRizC8x25PmJFebARKR4UsER,True
2019.07.22_LA County_Revision to SB 1437.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/22/2019,,04/03/2025,https://www.aclunc.org/20190722-la-county-revision-sb-1437pdf,https://drive.google.com/open?id=1BX5f-z6lgPEr72xY7VOo--N5hwZb6I-T,True
2019.07.22_LA County_Wheeler-Batson New Hire Training.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/22/2019,,04/03/2025,https://www.aclunc.org/20190722-la-county-wheeler-batson-new-hire-trainingpdf,https://drive.google.com/open?id=1qgJHWvxZRlOS_82Bgfc73tVi1DrtCaaJ,True
2019.08.15_LA County_General Office Memorandum 19-087.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/15/2019,,04/03/2025,https://www.aclunc.org/20190815-la-county-general-office-memorandum-19-087pdf,https://drive.google.com/open?id=1e6y2a_MYPG3W54UxuQeJ7Rnn5L6_9Uzs,True
2019.08.15_LA County_General Office Memorandum 19-088.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/15/2019,,04/03/2025,https://www.aclunc.org/20190815-la-county-general-office-memorandum-19-088pdf,https://drive.google.com/open?id=1VYJIZQeuSSxQWYwuBSbp_kwqDRSvl0Qw,True
2019.08_LA County_Discovery Compliance System Manual.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/19/2025,,04/03/2025,https://www.aclunc.org/201908-la-county-discovery-compliance-system-manualpdf,https://drive.google.com/open?id=1UkIQg_vELPVXFR0tbM3MyOQCW3WkISGO,True
2019.09.04_LA County_General Office Memorandum 19-091.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/04/2019,,04/03/2025,https://www.aclunc.org/20190904-la-county-general-office-memorandum-19-091pdf,https://drive.google.com/open?id=1JOwuyD9PTwrIZXtiCdPj5M1D4z8i19k6,True
2019.09.14_Los Angeles County_Consular Relations Training with Materials.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/14/2019,,04/03/2025,https://www.aclunc.org/20190914-los-angeles-county-consular-relations-training-materialspdf,https://drive.google.com/open?id=1XNVKZjm8ZOF6pvuv-VpgnErbiwDRNR0O,True
2019.09.16_LA County_General Office Memorandum 19-093.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/16/2019,,04/03/2025,https://www.aclunc.org/20190916-la-county-general-office-memorandum-19-093pdf,https://drive.google.com/open?id=1II3BTwTASMaeH-uAOWE_EpmLatv3L6a_,True
2019.09.19_LA County_Wheeler-Batson New Hire Training.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/19/2019,,04/03/2025,https://www.aclunc.org/20190919-la-county-wheeler-batson-new-hire-trainingpdf,https://drive.google.com/open?id=1FsvsBnF0or3qHK_1vSa7OeJ9tINsCyBE,True
2019.10.01_LA County_General Office Memorandum 19-097.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/01/2019,,04/03/2025,https://www.aclunc.org/20191001-la-county-general-office-memorandum-19-097pdf,https://drive.google.com/open?id=1KA7i-pLqZKQBMovv0ph-7Xa08f_IzHuO,True
2019.10.03_LA County_General Office Memorandum 19-100.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/03/2019,,04/03/2025,https://www.aclunc.org/20191003-la-county-general-office-memorandum-19-100pdf,https://drive.google.com/open?id=15ouEz2dLa9xA5AKsNoBlut7QH2v2JU4M,True
2019.10.11_LA County_General Office Memorandum 19-108.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/11/2019,,04/03/2025,https://www.aclunc.org/20191011-la-county-general-office-memorandum-19-108pdf,https://drive.google.com/open?id=1zyS3_vQI2IRBzK2-MlZkDAz2b9w_aXQj,True
2019.10.18_LA County_General Office Memorandum 19-111.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/18/2019,,04/03/2025,https://www.aclunc.org/20191018-la-county-general-office-memorandum-19-111pdf,https://drive.google.com/open?id=1yHqaSPYxi-RzuzZx1WarXaBbxMIugWQg,True
2019.10.18_LA County_General Office Memorandum 19-113.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/18/2019,,04/03/2025,https://www.aclunc.org/20191018-la-county-general-office-memorandum-19-113pdf,https://drive.google.com/open?id=1VzfdYdWwa44k8jChSJuyeFsx00z-JJuz,True
2019.10.21_LA County_General Office Memorandum 19-114.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/21/2019,,04/03/2025,https://www.aclunc.org/20191021-la-county-general-office-memorandum-19-114pdf,https://drive.google.com/open?id=1QxqnXTiXYhjND0Ep1E-vD_iXNcxY6E7R,True
2019.10.31_LA County_General Office Memorandum 19-118.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/31/2019,,04/03/2025,https://www.aclunc.org/20191031-la-county-general-office-memorandum-19-118pdf,https://drive.google.com/open?id=1A1VkHpNttxS0gp7fsDxiX5JGeBs5Lkh6,True
2019.11.05_LA County_General Office Memorandum 19-121.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/05/2019,,04/03/2025,https://www.aclunc.org/20191105-la-county-general-office-memorandum-19-121pdf,https://drive.google.com/open?id=1JBsU9rg90xB-IRnaQx2yLB65jsH2UR_4,True
2019.11.14_LA County_General Office Memorandum 19-123.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/14/2019,,04/03/2025,https://www.aclunc.org/20191114-la-county-general-office-memorandum-19-123pdf,https://drive.google.com/open?id=14drnG6H1uQqr4Pq-a5qC6Lz0lV2ap4nt,True
2019.11.14_LA County_General Office Memorandum 19-124.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/14/2019,,04/03/2025,https://www.aclunc.org/20191114-la-county-general-office-memorandum-19-124pdf,https://drive.google.com/open?id=1Jvc6Wq7K_wGK4XAUk2pSPBbuwQdD48Nc,True
2019.11.14_LA County_Trial Jury Selection and Management Act (Senate Bill 310).pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/14/2019,,04/03/2025,https://www.aclunc.org/20191114-la-county-trial-jury-selection-and-management-act-senate-bill-310pdf,https://drive.google.com/open?id=1CAbpGw2U-amWc_VaTBgYxvpIqRZqBsBe,True
2019.12.09_LA County_Special Directive 19-07.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/09/2019,,04/03/2025,https://www.aclunc.org/20191209-la-county-special-directive-19-07pdf,https://drive.google.com/open?id=1NMT2mKlMs90MYrVGaKyh5bz2HJN5qH-q,True
2019.12.09_LA County_Special Directive-'Prison Priors' (SB 136).pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/09/2019,,04/03/2025,https://www.aclunc.org/20191209-la-county-special-directive-prison-priors-sb-136pdf,https://drive.google.com/open?id=1NPTz14TIZB7V9s1_EAS5bFEqoC0btCSh,True
2019.12.09_LA County_Special Directive-'Prison Priors' Eliminated (SB 136).pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/09/2019,,04/03/2025,https://www.aclunc.org/20191209-la-county-special-directive-prison-priors-eliminated-sb-136pdf,https://drive.google.com/open?id=1cpEg_TjjhZgsCpn9IPI5bIdF4nD5wrLz,True
2019.12.17_LA County_Special Directive 19-08.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-19-08pdf,https://drive.google.com/open?id=1yjSKtJdKKfndterhfZgFWC-fZmOEqma9,True
2019.12.17_LA County_Special Directive 19-09.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-19-09pdf,https://drive.google.com/open?id=1z5S9JuHvYF96n6irR1nmSIR9ZJ6qhun-,True
2019.12.17_LA County_Special Directive 19-10.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-19-10pdf,https://drive.google.com/open?id=1WSNhqXp2Lqt9BBKaQIC0rBB9EZMFybgv,True
2019.12.17_LA County_Special Directive-DCS Updates.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-dcs-updatespdf,https://drive.google.com/open?id=1_XazYy4LneXfJmA1TgOscSRmKpFbNlaM,True
2019.12.17_LA County_Special Directive-U Visa - Revisions to LPM 24.16.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-u-visa-revisions-lpm-2416pdf,https://drive.google.com/open?id=1q7gZP8qC10ST8o1zkD8rh_Ab_Tdsn7u9,True
2019.12.17_LA County_Special Directive-U Visa Cert (AB 917).pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/17/2019,,04/03/2025,https://www.aclunc.org/20191217-la-county-special-directive-u-visa-cert-ab-917pdf,https://drive.google.com/open?id=1-IZlzac4TFdb8yGPy7xKXEJtPPhhV51R,True
2019.12.18_LA County_Special Directive 19-11.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/18/2019,,04/03/2025,https://www.aclunc.org/20191218-la-county-special-directive-19-11pdf,https://drive.google.com/open?id=15lG76iHIAPGWTEhM0BXjSRFaj3Rov9eK,True
2019.12.19_LA County_Special Directive 19-12.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/19/2019,,04/03/2025,https://www.aclunc.org/20191219-la-county-special-directive-19-12pdf,https://drive.google.com/open?id=1N6-4rOPN0PdRnobHvm0vDqhWDoQ-MB7U,True
2019.12.19_Los Angeles County_Special Directive on Senate Bill 923.pdf,Los Angeles County,Office of the Los Angeles District Attorney,12/19/2019,,04/03/2025,https://www.aclunc.org/20191219-los-angeles-county-special-directive-senate-bill-923pdf,https://drive.google.com/open?id=1YrpkNtkYkeRa-gnsYciMTHZ77HpGg2Xn,True
2019_Los Angeles County_Ethics Update Presentation (Quiz Edition).pdf,Los Angeles County,Office of the Los Angeles District Attorney,01/01/2019,,04/03/2025,https://www.aclunc.org/2019-los-angeles-county-ethics-update-presentation-quiz-editionpdf,https://drive.google.com/open?id=1EjChu2iOLROgYRsLRcPBJrdQ8Hk5la_d,True
2020.01.23_LA County_General Office Memorandum 20-012.pdf,Los Angeles County,Office of the Los Angeles District Attorney,01/23/2020,,04/03/2025,https://www.aclunc.org/20200123-la-county-general-office-memorandum-20-012pdf,https://drive.google.com/open?id=1SDGGCVHwb4wUMvh3_ykQO-XKxgqgPfjC,True
2020.01.23_LA County_General Office Memorandum 20-014.pdf,Los Angeles County,Office of the Los Angeles District Attorney,01/23/2020,,04/03/2025,https://www.aclunc.org/20200123-la-county-general-office-memorandum-20-014pdf,https://drive.google.com/open?id=1LcZKK_xqx4_FuHpY9x6fmmzYh7GJIOQ2,True
2020.01.23_LA County_General Office Memorandum 20-015.pdf,Los Angeles County,Office of the Los Angeles District Attorney,01/23/2020,,04/03/2025,https://www.aclunc.org/20200123-la-county-general-office-memorandum-20-015pdf,https://drive.google.com/open?id=1a2zjO7bMglZZdsDuSiWfjk5EBNGO3X1c,True
2020.02.04_LA County_General Office Memorandum 20-017.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/04/2020,,04/03/2025,https://www.aclunc.org/20200204-la-county-general-office-memorandum-20-017pdf,https://drive.google.com/open?id=140Fe15fBv0oUY_VndNgt2-kSGrbHxvuR,True
2020.02.05_LA County_General Office Memorandum 20-019.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/05/2020,,04/03/2025,https://www.aclunc.org/20200205-la-county-general-office-memorandum-20-019pdf,https://drive.google.com/open?id=1dwnPb3wrjcTUQr-8fhsp4Yv-YSC9DjBD,True
2020.02.07_LA County_General Office Memorandum 20-021.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/07/2020,,04/03/2025,https://www.aclunc.org/20200207-la-county-general-office-memorandum-20-021pdf,https://drive.google.com/open?id=1neu6r4eQN4ePhdK_wIZamQNdb4wYioFr,True
2020.02.08_Los Angeles County_Cell Phone Evidence Presentation.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/08/2020,,04/03/2025,https://www.aclunc.org/20200208-los-angeles-county-cell-phone-evidence-presentationpdf,https://drive.google.com/open?id=105RngnRkqN-wErlm7onUGqqmm49FQEt5,True
2020.02.13_LA County_Dismiss Cannabis Convictions.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/13/2020,,04/03/2025,https://www.aclunc.org/20200213-la-county-dismiss-cannabis-convictionspdf,https://drive.google.com/open?id=19EF3lx1ya-EueGrbmn2DZKYa0D8_MR-3,True
2020.02.13_LA County_General Office Memorandum 20-028.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/13/2020,,04/03/2025,https://www.aclunc.org/20200213-la-county-general-office-memorandum-20-028pdf,https://drive.google.com/open?id=1xztNG-xoUofGk2xPbS6vUd31g_U8fheb,True
2020.02.27_LA County_Special Directive 20-01.pdf,Los Angeles County,Office of the Los Angeles District Attorney,02/27/2020,,04/03/2025,https://www.aclunc.org/20200227-la-county-special-directive-20-01pdf,https://drive.google.com/open?id=1P_j9k0MSWLxpzfnSWqYpkf2YhhWOuJEt,True
2020.03.03_LA County_General Office Memorandum 20-034.pdf,Los Angeles County,Office of the Los Angeles District Attorney,03/03/2020,,04/03/2025,https://www.aclunc.org/20200303-la-county-general-office-memorandum-20-034pdf,https://drive.google.com/open?id=1rA6yz3LUQe-Trdvm2hx7oYkmRc7KzYba,True
2020.03.11_LA County_Special Directive 20-02.pdf,Los Angeles County,Office of the Los Angeles District Attorney,03/11/2020,,04/03/2025,https://www.aclunc.org/20200311-la-county-special-directive-20-02pdf,https://drive.google.com/open?id=1yV8YsTB2da83i56AVXmxVMWiH6AsmEzQ,True
2020.03.20_LA County_General Office Memorandum 20-048.pdf,Los Angeles County,Office of the Los Angeles District Attorney,03/20/2020,,04/03/2025,https://www.aclunc.org/20200320-la-county-general-office-memorandum-20-048pdf,https://drive.google.com/open?id=17FMdUB3N-wvQwQZ_Rs90VxtgCSODO6Kk,True
2020.03.20_LA County_Update RE Prop 47 & ID Theft Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,03/20/2020,,04/03/2025,https://www.aclunc.org/20200320-la-county-update-re-prop-47-id-theft-memopdf,https://drive.google.com/open?id=1EXJMWJQXtTi1bIn7x1loRhkhQZ9ilAMa,True
2020.04.07_LA County_General Office Memorandum 20-057.pdf,Los Angeles County,Office of the Los Angeles District Attorney,04/07/2020,,04/03/2025,https://www.aclunc.org/20200407-la-county-general-office-memorandum-20-057pdf,https://drive.google.com/open?id=1LLU6kNeOkH3AS51zT1pkrru4KtlCIL1n,True
2020.04.16_LA County_General Office Memorandum 20-060.pdf,Los Angeles County,Office of the Los Angeles District Attorney,04/16/2020,,04/03/2025,https://www.aclunc.org/20200416-la-county-general-office-memorandum-20-060pdf,https://drive.google.com/open?id=1IFkaVwO5StrDtenQPYSTmE-BDmVpTg3R,True
2020.04.28_LA County_Special Directive 20-03.pdf,Los Angeles County,Office of the Los Angeles District Attorney,04/28/2020,,04/03/2025,https://www.aclunc.org/20200428-la-county-special-directive-20-03pdf,https://drive.google.com/open?id=1ziJrurEID7kTZzQv8DzemXLeUhSenBLm,True
2020.04.30_LA County_Court of Appeal Decision Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,04/30/2020,,04/03/2025,https://www.aclunc.org/20200430-la-county-court-appeal-decision-memopdf,https://drive.google.com/open?id=1BByUu72-4kHkT0Mixx1zfaplB4-uT9--,True
2020.04_LA County_Discovery Compliance System Manual.pdf,Los Angeles County,Office of the Los Angeles District Attorney,04/20/2025,,04/03/2025,https://www.aclunc.org/202004-la-county-discovery-compliance-system-manualpdf,https://drive.google.com/open?id=1N-xLw0Pj2iaoh7GVMfeC0PJ8ZXFbTx8n,True
2020.05.07_LA County_General Office Memorandum 20-068.pdf,Los Angeles County,Office of the Los Angeles District Attorney,05/07/2020,,04/03/2025,https://www.aclunc.org/20200507-la-county-general-office-memorandum-20-068pdf,https://drive.google.com/open?id=1Eont1rSWoYBFCpCC59ety82uKL1ITEpG,True
2020.05.14_LA County_General Office Memorandum 20-072.pdf,Los Angeles County,Office of the Los Angeles District Attorney,05/14/2020,,04/03/2025,https://www.aclunc.org/20200514-la-county-general-office-memorandum-20-072pdf,https://drive.google.com/open?id=1LAxqHWCg3IVyEyMVNqQrb33K8YT2tZgT,True
2020.05.22_LA County_Special Directive 20-04.pdf,Los Angeles County,Office of the Los Angeles District Attorney,05/22/2020,,04/03/2025,https://www.aclunc.org/20200522-la-county-special-directive-20-04pdf,https://drive.google.com/open?id=1egF_R2XaC_XgGmj45g6Ef2jwXtF5nnci,True
2020.06.02_LA County_General Office Memorandum 20-077.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/02/2020,,04/03/2025,https://www.aclunc.org/20200602-la-county-general-office-memorandum-20-077pdf,https://drive.google.com/open?id=1w7ZUnRMqBkZxdXZSZx5t5vIUCdt-lB2s,True
2020.06.08_LA County_General Office Memorandum 20-079.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/08/2020,,04/03/2025,https://www.aclunc.org/20200608-la-county-general-office-memorandum-20-079pdf,https://drive.google.com/open?id=1ZmpSSAWhcwmERolWLJsNta-SHUr_QcTa,True
2020.06.09_LA County_General Office Memorandum 20-081.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/09/2020,,04/03/2025,https://www.aclunc.org/20200609-la-county-general-office-memorandum-20-081pdf,https://drive.google.com/open?id=1RW1tvmkqL70pgWkufnVdnVj-AZD0neWi,True
2020.06.12_LA County_General Office Memorandum 20-083.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/12/2020,,04/03/2025,https://www.aclunc.org/20200612-la-county-general-office-memorandum-20-083pdf,https://drive.google.com/open?id=18J5PKgtOB7y0ebHeIXxfrMQajnor5DtC,True
2020.06.23_LA County_Emergency Bail Schedule Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/23/2020,,04/03/2025,https://www.aclunc.org/20200623-la-county-emergency-bail-schedule-memopdf,https://drive.google.com/open?id=1gDb3tdpGpgF3jaKRLktTzgJEDZVEKUzR,True
2020.06.24_LA County_General Office Memorandum 20-087.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/24/2020,,04/03/2025,https://www.aclunc.org/20200624-la-county-general-office-memorandum-20-087pdf,https://drive.google.com/open?id=1DMlxw8fqLMAUwuoh6P-NWO77Ev1kQ3N4,True
2020.06.24_LA County_Prosecutorial Misconduct Motions.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/24/2020,,04/03/2025,https://www.aclunc.org/20200624-la-county-prosecutorial-misconduct-motionspdf,https://drive.google.com/open?id=1tnTbzmYiVFuXjDjsCtMBqc5H--RwMpv1,True
2020.06.26_LA County_General Office Memorandum 20-088.pdf,Los Angeles County,Office of the Los Angeles District Attorney,06/26/2020,,04/03/2025,https://www.aclunc.org/20200626-la-county-general-office-memorandum-20-088pdf,https://drive.google.com/open?id=1tElc42oD72A9cGiMgViOrYgy6ufH48hD,True
2020.07.09_LA County_General Office Memorandum 20-093.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/09/2020,,04/03/2025,https://www.aclunc.org/20200709-la-county-general-office-memorandum-20-093pdf,https://drive.google.com/open?id=1desC1ZPIzoJG4Z79JMRfme4Ij9n95pmd,True
2020.07.20_LA County_General Office Memorandum 20-097.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/20/2020,,04/03/2025,https://www.aclunc.org/20200720-la-county-general-office-memorandum-20-097pdf,https://drive.google.com/open?id=1gEO3hw-HNf4lyWjuGm4f8QLkiSPJTF0Y,True
2020.07.28_LA County_General Office Memorandum 20-098.pdf,Los Angeles County,Office of the Los Angeles District Attorney,07/28/2020,,04/03/2025,https://www.aclunc.org/20200728-la-county-general-office-memorandum-20-098pdf,https://drive.google.com/open?id=1zOIY0GDJH_yo6Zn5H8fKJygvBOpQvtUe,True
2020.08.03_LA County_AB 2942 & Penal Code 1170(d)(1) & Recalling Sentenced Case Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/03/2020,,04/03/2025,https://www.aclunc.org/20200803-la-county-ab-2942-penal-code-1170d1-recalling-sentenced-case-memopdf,https://drive.google.com/open?id=1DW0ItUoAsF7hjTCGW9b15Z-5IIkm_WCR,True
2020.08.03_LA County_General Office Memorandum 20-102.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/03/2020,,04/03/2025,https://www.aclunc.org/20200803-la-county-general-office-memorandum-20-102pdf,https://drive.google.com/open?id=1fbDc_-ku6NyWHTm85wcAGRBURRzIcn98,True
2020.08.04_LA County_General Office Memorandum 20-103.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/04/2020,,04/03/2025,https://www.aclunc.org/20200804-la-county-general-office-memorandum-20-103pdf,https://drive.google.com/open?id=1fH1C-Mnie0-7DI7bEKB6HnrbtY5BsE49,True
2020.08.04_LA County_General Office Memorandum 20-104.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/04/2020,,04/03/2025,https://www.aclunc.org/20200804-la-county-general-office-memorandum-20-104pdf,https://drive.google.com/open?id=1QxYtNIEkrhX063vgpKrnfbmEHU5ykB0V,True
2020.08.25_LA County_General Office Memorandum 20-111.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/25/2020,,04/03/2025,https://www.aclunc.org/20200825-la-county-general-office-memorandum-20-111pdf,https://drive.google.com/open?id=1XU70QEhtrRjqoWKlbywjPgTis14eIGH7,True
2020.08.25_LA County_Rule on Petition Absent Unavailability Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/25/2020,,04/03/2025,https://www.aclunc.org/20200825-la-county-rule-petition-absent-unavailability-memopdf,https://drive.google.com/open?id=1xLYKS-aZJDfZSycJTA-4yJGTFUUwk4V1,True
2020.08.26_LA County_General Office Memorandum 20-114.pdf,Los Angeles County,Office of the Los Angeles District Attorney,08/26/2020,,04/03/2025,https://www.aclunc.org/20200826-la-county-general-office-memorandum-20-114pdf,https://drive.google.com/open?id=1SoxYbSaNLKCNl7eAxujaE27gtDEf7DaV,True
2020.09.02_LA County_General Office Memorandum 20-120.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/02/2020,,04/03/2025,https://www.aclunc.org/20200902-la-county-general-office-memorandum-20-120pdf,https://drive.google.com/open?id=1MO0Dhoui3uortmj7a4sauStWTJGjLXCB,True
2020.09.02_LA County_In re Humphrey Factors.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/02/2020,,04/03/2025,https://www.aclunc.org/20200902-la-county-re-humphrey-factorspdf,https://drive.google.com/open?id=1lHlxIeZsoxCwY4113B-M_KiwlEFILCFH,True
2020.09.08_LA County_General Office Memorandum 20-121.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/08/2020,,04/03/2025,https://www.aclunc.org/20200908-la-county-general-office-memorandum-20-121pdf,https://drive.google.com/open?id=1sdDRHOdLPddl3FejIb6HliiEj_4jvrIY,True
2020.09.29_LA County_General Office Memorandum 20-132.pdf,Los Angeles County,Office of the Los Angeles District Attorney,09/29/2020,,04/03/2025,https://www.aclunc.org/20200929-la-county-general-office-memorandum-20-132pdf,https://drive.google.com/open?id=1GDt5y4uztfwIsP8eoxRHV11pzMWs8Cq7,True
2020.10.01_LA County_General Office Memorandum 20-133.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/01/2020,,04/03/2025,https://www.aclunc.org/20201001-la-county-general-office-memorandum-20-133pdf,https://drive.google.com/open?id=1zMICnhhvHKK9Q_4WMfZOjzQtKp0uI_Cf,True
2020.10.14_LA County_General Office Memorandum 20-139.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/14/2020,,04/03/2025,https://www.aclunc.org/20201014-la-county-general-office-memorandum-20-139pdf,https://drive.google.com/open?id=1dvLzr1BA9bQ5HwwfB6GSD5E2gOMZJkPC,True
2020.10.14_LA County_New Chaptered Legislation Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/14/2020,,04/03/2025,https://www.aclunc.org/20201014-la-county-new-chaptered-legislation-memopdf,https://drive.google.com/open?id=1MxnGahTTyN3MGqSvuxTHTaHqln0ihVPv,True
2020.10.15_LA County_General Office Memorandum 20-140.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/15/2020,,04/03/2025,https://www.aclunc.org/20201015-la-county-general-office-memorandum-20-140pdf,https://drive.google.com/open?id=1Iw-PFFg-Ub17J_F-dxnleU2mcoDDJLsS,True
2020.10.15_LA County_General Office Memorandum 20-141.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/15/2020,,04/03/2025,https://www.aclunc.org/20201015-la-county-general-office-memorandum-20-141pdf,https://drive.google.com/open?id=1JiQchBsbWEWofwqcWgtzsydjynsdjH4P,True
2020.10.26_LA County_Special Directive 20-05.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/26/2020,,04/03/2025,https://www.aclunc.org/20201026-la-county-special-directive-20-05pdf,https://drive.google.com/open?id=1xp0mMYr6nF5V_hXNIftzVMtJYaQr-umj,True
2020.10.26_LA County_Special Directive-Sealed Juvenile Records U Visa and T Visa.pdf,Los Angeles County,Office of the Los Angeles District Attorney,10/26/2020,,04/03/2025,https://www.aclunc.org/20201026-la-county-special-directive-sealed-juvenile-records-u-visa-and-t-visapdf,https://drive.google.com/open?id=1cXXJbtkxeT5tDTzqeGgHyUtJHiVAXL3q,True
2020.11.06_LA County_General Office Memorandum 20-148.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/06/2020,,04/03/2025,https://www.aclunc.org/20201106-la-county-general-office-memorandum-20-148pdf,https://drive.google.com/open?id=1YJIwhRJPU3r1gS7ALNIfmhkBQE5P5FT9,True
2020.11.06_LA County_Juvenile Legislation.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/06/2020,,04/03/2025,https://www.aclunc.org/20201106-la-county-juvenile-legislationpdf,https://drive.google.com/open?id=19B28rZy0OWJD4Kw9uyDWFUCJSpKb7FMV,True
2020.11.06_LA County_New Juvenile Laws Memo.pdf,Los Angeles County,Office of the Los Angeles District Attorney,11/06/2020,,04/03/2025,https://www.aclunc.org/20201106-la-county-new-juvenile-laws-memopdf,https://drive.google.com/open?id=1nvtdY4l2cI-6Du7QVFPjdNuEimO-qAuh,True
