filename,county,source,relevant_date,date_of_production,upload_date,document_url,download_url,download_success
Riverside New DDA Academy Sept 2021.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,01/01/2021,,04/04/2025,https://www.aclunc.org/riverside-new-dda-academy-sept-2021pdf,https://drive.google.com/open?id=1Za-ZUbiv7uUi-n_f6fuR8dJwwTQdWmLe,True
San Luis Obispo County_AB 2542 PC745 Motion Template-CDAA.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-ab-2542-pc745-motion-template-cdaapdf,https://drive.google.com/open?id=1qJT2adfY1OdW0adljCC3DwsdtW1L8nqv,True
San Luis Obispo County_Alice Su and Matt Chen - BIO.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,05/03/2018,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-alice-su-and-matt-chen-biopdf,https://drive.google.com/open?id=1Md2VzED2UD26dxL4F9p0VZNOoyxYSjM3,True
San Luis Obispo County_ATCC-BHTC Handbook.doc,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-atcc-bhtc-handbookdoc,https://drive.google.com/open?id=1JL9W217iurKrJaTbF1mY61oy--_HM0TJ,True
San Luis Obispo County_Attachment A to Request for Bail Increase.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,01/01/2016,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-attachment-request-bail-increasepdf,https://drive.google.com/open?id=1yK6ZxFN3euHiYaL-jdWJD7R2cs3tiDKA,True
San Luis Obispo County_BHTC Contract with letterhead.doc,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-bhtc-contract-letterheaddoc,https://drive.google.com/open?id=1DzwcvQtZ9XEpTtEb7QWjcAMaFgUCA64t,True
San Luis Obispo County_Buffy Ramirez Bio.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,05/03/2018,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-buffy-ramirez-biopdf,https://drive.google.com/open?id=1_Rb6wyooz5xlzhdsnNYq9h6WbXWsUfJu,True
San Luis Obispo County_CalECPA Training REGISTRATION APPLICATION.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,05/03/2018,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-calecpa-training-registration-applicationpdf,https://drive.google.com/open?id=1rYvnkJ5gAugMeyKXr7d7gUsnyXX1SyY9,True
San Luis Obispo County_Death Penalty Review Process.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,01/01/2016,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-death-penalty-review-processpdf,https://drive.google.com/open?id=1RKeASaA7sUd7waY0kDD5OfyEj2t_9bs4,True
San Luis Obispo County_Disqalifier Worksheet.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-disqalifier-worksheetpdf,https://drive.google.com/open?id=1aUpfdHO8eCUCG_I2F3e4pw0W3vvzl6za,True
San Luis Obispo County_Diversion - DA Bad Check Program.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-diversion-da-bad-check-programpdf,https://drive.google.com/open?id=11t4muOip_VYjsTOeQOv73Ag0mj70I2HJ,True
San Luis Obispo County_Diversion Work Flow.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-diversion-work-flowpdf,https://drive.google.com/open?id=1ZaoorHz0cxPpQjBhbkjct_Um_KXkpe_y,True
San Luis Obispo County_DOJ-EICOS and CalECPA Training.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,05/03/2018,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-doj-eicos-and-calecpa-trainingpdf,https://drive.google.com/open?id=1gzZzV9MzuJvuid8mZIN9bLMQ8e9PCEiH,True
San Luis Obispo County_Juvenile Direct Filing.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-juvenile-direct-filingpdf,https://drive.google.com/open?id=1E4BXwys_8t98wJ91NpzdmMpZUowbQo5g,True
San Luis Obispo County_Juvenile Field Operations.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-juvenile-field-operationspdf,https://drive.google.com/open?id=1dmhAtjr5q9IcPIjsGxcR-jonxwzv8ra4,True
San Luis Obispo County_Juvenile Prop 21.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-juvenile-prop-21pdf,https://drive.google.com/open?id=1aSqVyb02SgcmdUKv84e2ujlI5C2lMuzy,True
San Luis Obispo County_Kevin Gregg Bio.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,04/07/2016,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-kevin-gregg-biopdf,https://drive.google.com/open?id=1gi6Y0IMEhQ3xHag818XzHAzV9arla3jP,True
San Luis Obispo County_MAP TO California Cybersecurity Institute.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-map-california-cybersecurity-institutepdf,https://drive.google.com/open?id=1ZlHSVfc-vApFUKI-mWynut7BtbNoDZtp,True
San Luis Obispo County_Mental Health Diversion-Incentives.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-mental-health-diversion-incentivespdf,https://drive.google.com/open?id=1L4CwZC8pt7C_0ECuOmc6wH2W_9q0WVlg,True
San Luis Obispo County_Misdemeanor Consequences.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,01/01/2016,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-misdemeanor-consequencespdf,https://drive.google.com/open?id=1Lx6VPT7xQHbhdZav5AHliin1VLpNbaca,True
San Luis Obispo County_Misdemeanor Sentencing and Diversion Guidelines (color) with Key.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-misdemeanor-sentencing-and-diversion-guidelines-color-keypdf,https://drive.google.com/open?id=19v2qmVriO2ynsFRabV0pzUAacUpf1Luo,True
San Luis Obispo County_RP Restorative Conferencing Program.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,06/23/2022,,04/04/2025,https://www.aclunc.org/san-luis-obispo-county-rp-restorative-conferencing-programpdf,https://drive.google.com/open?id=1_FDar33X64Q38WH9ALE4eW2s-iZ894OQ,True
SLO BRIEF BANK - KM from WestlawNext.pdf,San Luis Obispo County,Office of the San Luis Obispo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/slo-brief-bank-km-westlawnextpdf,https://drive.google.com/open?id=1nqx6AGbmE-SPUdv56NonTKUsIuyLhl5e,True
01-17-20 2020 New Legislation.mp4,San Mateo County,Office of the San Mateo County District Attorney,01/17/2020,,04/04/2025,https://www.aclunc.org/01-17-20-2020-new-legislationmp4,https://drive.google.com/open?id=1XwDFLVsMsmujHWFlwjjSHqm7trFlGeso,True
11-21-19 Mistrials and Missteps.mp4,San Mateo County,Office of the San Mateo County District Attorney,11/21/2019,,04/04/2025,https://www.aclunc.org/11-21-19-mistrials-and-misstepsmp4,https://drive.google.com/open?id=1RDl9Vndw6qyt3rTekuUvzwtLKM20eZM8,True
12-19 Compassion Fatigue.mp4,San Mateo County,Office of the San Mateo County District Attorney,12/19/2025,,04/04/2025,https://www.aclunc.org/12-19-compassion-fatiguemp4,https://drive.google.com/open?id=1nCI6Y7sIXhnWA5DrR53LpWHL4ogB8Lqf,True
2015_San Mateo County_Ethical Search Warrants Outline.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2015,,04/04/2025,https://www.aclunc.org/2015-san-mateo-county-ethical-search-warrants-outlinepdf,https://drive.google.com/open?id=1RTEu_cQU2RafvZ7O_x_6h4XkFWscMQ62,True
"2015_San Mateo County_New Hire Training, Ethical Search Warrant.pdf",San Mateo County,Office of the San Mateo County District Attorney,01/01/2015,,04/04/2025,https://www.aclunc.org/2015-san-mateo-county-new-hire-training-ethical-search-warrantpdf,https://drive.google.com/open?id=1N6BNx5VWl76pmfpbSftfNq-cdbgMzB1L,True
2015-2017_San Mateo County_Trainings list.docx,San Mateo County,Office of the San Mateo County District Attorney,,,04/04/2025,https://www.aclunc.org/2015-2017-san-mateo-county-trainings-listdocx,https://drive.google.com/open?id=1qkET4lBg6txHotZzj40L3ymnvbwVg5-j,True
"2016.01.06_San Mateo County_New Hire Training, 1538.5 Motions.pdf",San Mateo County,Office of the San Mateo County District Attorney,01/06/2016,,04/04/2025,https://www.aclunc.org/20160106-san-mateo-county-new-hire-training-15385-motionspdf,https://drive.google.com/open?id=1RB9BiWSWHZUzGDNBdqBDNfmI06JRBh0p,True
"2016.01_San Mateo County_New Hire Training, Search Warrant.pdf",San Mateo County,Office of the San Mateo County District Attorney,01/16/2025,,04/04/2025,https://www.aclunc.org/201601-san-mateo-county-new-hire-training-search-warrantpdf,https://drive.google.com/open?id=1M3yeR3GQksmVP9jerhu78Xi_tupVOqnF,True
2017.08.07_San Mateo County_Unlawful Cannabis Grows and Environmental Violations.pdf,San Mateo County,Office of the San Mateo County District Attorney,08/07/2017,,04/04/2025,https://www.aclunc.org/20170807-san-mateo-county-unlawful-cannabis-grows-and-environmental-violationspdf,https://drive.google.com/open?id=1hFmnLcipD1GmSb4CEBAQMKhE7eUyL18g,True
2017.08.11_San Mateo County_Training re Unlawful Cannabis Grows and Enviro. Violations.pdf,San Mateo County,Office of the San Mateo County District Attorney,08/11/2017,,04/04/2025,https://www.aclunc.org/20170811-san-mateo-county-training-re-unlawful-cannabis-grows-and-enviro-violationspdf,https://drive.google.com/open?id=1wrfJ2iP_aA4ObGGX4U83A8PDsqaM-3Gj,True
2018 CA Bar Rules Training.mp4,San Mateo County,Office of the San Mateo County District Attorney,01/01/2018,,04/04/2025,https://www.aclunc.org/2018-ca-bar-rules-trainingmp4,https://drive.google.com/open?id=1y6r5zqwiWKw6z4tCg7vNHhVZhJkbzmI3,True
2018.01.22_San Mateo County_Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,01/22/2018,,04/04/2025,https://www.aclunc.org/20180122-san-mateo-county-training-announcementdocx,https://drive.google.com/open?id=1EAB0nOVIxXwgMExhx5rDnVu1_kOb3Ff-,True
2018.02.21_San Mateo County_Opioids and San Mateo County Training Announcement.doc,San Mateo County,Office of the San Mateo County District Attorney,02/21/2018,,04/04/2025,https://www.aclunc.org/20180221-san-mateo-county-opioids-and-san-mateo-county-training-announcementdoc,https://drive.google.com/open?id=1CSYa_LTYxMIYIBlUW-dxrVeQXXsbr9o4,True
2018.02.23_San Mateo County_Opioids Presentation.pdf,San Mateo County,Office of the San Mateo County District Attorney,02/23/2018,,04/04/2025,https://www.aclunc.org/20180223-san-mateo-county-opioids-presentationpdf,https://drive.google.com/open?id=1UjDl1TYTNXwAdb_zAzW7y8-8PR1_kkiv,True
2018.03.05_San Mateo County_Training Announcements.docx,San Mateo County,Office of the San Mateo County District Attorney,03/05/2018,,04/04/2025,https://www.aclunc.org/20180305-san-mateo-county-training-announcementsdocx,https://drive.google.com/open?id=19NVKA2TzsmwJ0TH16BjgutR6Rvayp1k_,True
2018.03.09_San Mateo County_In re Humphrey Presentation.pdf,San Mateo County,Office of the San Mateo County District Attorney,03/09/2018,,04/04/2025,https://www.aclunc.org/20180309-san-mateo-county-re-humphrey-presentationpdf,https://drive.google.com/open?id=1siNgmslPuzMdc6FBimlegiq3Hor_4Pt3,True
2018.03.13_San Mateo County_In re Humphrey Law and Procedure Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,03/13/2018,,04/04/2025,https://www.aclunc.org/20180313-san-mateo-county-re-humphrey-law-and-procedure-training-announcementdocx,https://drive.google.com/open?id=1a09GJTvKADeVYh3YcbjstJk-48OS41W1,True
2018.04.20_San Mateo County_Choices Program Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,04/20/2018,,04/04/2025,https://www.aclunc.org/20180420-san-mateo-county-choices-program-announcementdocx,https://drive.google.com/open?id=1mlDB4i9HAmCffFfpIgq4V6V8nlWRwpYR,True
2018.04.30_San Mateo County_Preparing for Cross Examination Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,04/30/2018,,04/04/2025,https://www.aclunc.org/20180430-san-mateo-county-preparing-cross-examination-training-announcementdocx,https://drive.google.com/open?id=1EEMg0IzyfPQDtBsQYMIo1K2b46GwzdUU,True
2018.05.04_San Mateo County_Preparing for Cross Examination Presentation.pdf,San Mateo County,Office of the San Mateo County District Attorney,05/04/2018,,04/04/2025,https://www.aclunc.org/20180504-san-mateo-county-preparing-cross-examination-presentationpdf,https://drive.google.com/open?id=1jhtBnNLZacr1iEWrme_LsrNwTqSwyKBg,True
2018.06.04_San Mateo County_Police Use of Force Options.pdf,San Mateo County,Office of the San Mateo County District Attorney,06/04/2018,,04/04/2025,https://www.aclunc.org/20180604-san-mateo-county-police-use-force-optionspdf,https://drive.google.com/open?id=1nKwu6pKW3xaCGaAEbleEqlMqy2q9Vual,True
2018.06.25_San Mateo County_New Rules of Professional Conduct (Marsy's Law).pdf,San Mateo County,Office of the San Mateo County District Attorney,06/25/2018,,04/04/2025,https://www.aclunc.org/20180625-san-mateo-county-new-rules-professional-conduct-marsys-lawpdf,https://drive.google.com/open?id=1npxOX3eLKkqxHjx4V_eTkgXlRhXvS95n,True
2018.06.29_San Mateo County_Intro to New State Bar Rules.pdf,San Mateo County,Office of the San Mateo County District Attorney,06/29/2018,,04/04/2025,https://www.aclunc.org/20180629-san-mateo-county-intro-new-state-bar-rulespdf,https://drive.google.com/open?id=1Z_JtA5B_n9u8bgwol4LWz0zgwSLPwgxc,True
2018.09.26_San Mateo County_Quarterly Staff Mtg - Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,09/26/2018,,04/04/2025,https://www.aclunc.org/20180926-san-mateo-county-quarterly-staff-mtg-training-announcementdocx,https://drive.google.com/open?id=1doaN6uAXuQrzMTTpsyz2IwWme71pT9i7,True
2018.09.27_San Mateo County_Prezi Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,09/27/2018,,04/04/2025,https://www.aclunc.org/20180927-san-mateo-county-prezi-training-announcementdocx,https://drive.google.com/open?id=1bV3lao2I1IKi1UfUM5Wl8H9Jl9d92QV-,True
2018.10.04_San Mateo County_CA Electronic Communications Privacy Act Presentation.pptx,San Mateo County,Office of the San Mateo County District Attorney,10/04/2018,,04/04/2025,https://www.aclunc.org/20181004-san-mateo-county-ca-electronic-communications-privacy-act-presentationpptx,https://drive.google.com/open?id=17iFzdWMHC6Ho2IwXRHX12xNPeF3HW55M,True
2018.10.26_San Mateo County_Voir Dire Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,10/26/2018,,04/04/2025,https://www.aclunc.org/20181026-san-mateo-county-voir-dire-training-announcementdocx,https://drive.google.com/open?id=1D6B6ROegFAYqtpKmllMDhnOCSkHlj0oX,True
2018.12.05_San Mateo County_New Legislation (2019).docx,San Mateo County,Office of the San Mateo County District Attorney,12/05/2018,,04/04/2025,https://www.aclunc.org/20181205-san-mateo-county-new-legislation-2019docx,https://drive.google.com/open?id=1gYITJUOwDtId6PhY6HQuBqRyXUBB6hqz,True
2018_San Mateo County_Choices Program Handout.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2018,,04/04/2025,https://www.aclunc.org/2018-san-mateo-county-choices-program-handoutpdf,https://drive.google.com/open?id=1ToorQLzMjF9Sbrs08CS8rGZvcQFYqD79,True
2018_San Mateo County_Electronic Crimes Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2018,,04/04/2025,https://www.aclunc.org/2018-san-mateo-county-electronic-crimes-training-announcementpdf,https://drive.google.com/open?id=1xHZHLOAlzbPDpmZ3nZbmJ-Y-RBLFNNMI,True
2018_San Mateo County_New Laws for Prosecutors Presentation .pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2018,,04/04/2025,https://www.aclunc.org/2018-san-mateo-county-new-laws-prosecutors-presentation-pdf,https://drive.google.com/open?id=1aGaI5BHbUtY2g9fBYXRNoeCY18VugFjQ,True
2019.01.08_San Mateo County_Case Law Update Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/08/2019,,04/04/2025,https://www.aclunc.org/20190108-san-mateo-county-case-law-update-training-announcementpdf,https://drive.google.com/open?id=1vXiVsLrvY4LNMojSylTg6MaNIgxVlUur,True
2019.01.17_San Mateo County_Scram Alcohol Testing Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,01/17/2019,,04/04/2025,https://www.aclunc.org/20190117-san-mateo-county-scram-alcohol-testing-training-announcementdocx,https://drive.google.com/open?id=1Mm4M6qZMdk630kxwerB76jEIbWudru7K,True
2019.03.05_San Mateo County_How to Avoid Prosecutorial Misconduct Training.docx,San Mateo County,Office of the San Mateo County District Attorney,03/05/2019,,04/04/2025,https://www.aclunc.org/20190305-san-mateo-county-how-avoid-prosecutorial-misconduct-trainingdocx,https://drive.google.com/open?id=1E0LYt4OXZSxBX9UVeU_LyjDRdqqlJFV5,True
2019.04.16_San Mateo County_Mistrials and Missteps Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,04/16/2019,,04/04/2025,https://www.aclunc.org/20190416-san-mateo-county-mistrials-and-missteps-training-announcementdocx,https://drive.google.com/open?id=1-BgSMEEMxLkjC_FZh-xJZP1uMWYM20eD,True
2019.07.18_San Mateo County_Choices Program Anouncement.docx,San Mateo County,Office of the San Mateo County District Attorney,07/18/2019,,04/04/2025,https://www.aclunc.org/20190718-san-mateo-county-choices-program-anouncementdocx,https://drive.google.com/open?id=1r4e-xaJ5e-5G7UnklsgPhjAZSbb8eUvE,True
2019.08.02_San Mateo County_Batson Wheeler Course Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,08/02/2019,,04/04/2025,https://www.aclunc.org/20190802-san-mateo-county-batson-wheeler-course-announcementdocx,https://drive.google.com/open?id=1JHQoC544PEC7-8koRUrc-2tWDmw5d6_n,True
2019.09.18_San Mateo County_The Whole Job of the Trial Prosecutor.docx,San Mateo County,Office of the San Mateo County District Attorney,09/18/2019,,04/04/2025,https://www.aclunc.org/20190918-san-mateo-county-whole-job-trial-prosecutordocx,https://drive.google.com/open?id=1-xsdqN6Ne6y58iiVZPrP6lHJaQytUtUH,True
2019.10.01_San Mateo County_NEW LAWS FOR PROSECUTORS.docx,San Mateo County,Office of the San Mateo County District Attorney,10/01/2019,,04/04/2025,https://www.aclunc.org/20191001-san-mateo-county-new-laws-prosecutorsdocx,https://drive.google.com/open?id=1CruEYnP_OS_D250MtCgZ1LfgLyoWb8Cy,True
2019.10.25_Brady Training Flyer.pdf,San Mateo County,Office of the San Mateo County District Attorney,10/25/2019,,04/04/2025,https://www.aclunc.org/20191025-brady-training-flyerpdf,https://drive.google.com/open?id=14e9mHo2jILlk23D-NCy_gxl3eymlLeNT,True
2019.11.19_San Mateo County_Mistrials and Missteps Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,11/19/2019,,04/04/2025,https://www.aclunc.org/20191119-san-mateo-county-mistrials-and-missteps-training-announcementdocx,https://drive.google.com/open?id=1tC_Yepd1xG1YYQGyaMZzYy1tylYhFdeH,True
2019.12.11_San Mateo County_Compassion Fatigue Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,12/11/2019,,04/04/2025,https://www.aclunc.org/20191211-san-mateo-county-compassion-fatigue-training-announcementdocx,https://drive.google.com/open?id=1glJnnHBkSQAh24pvJAac__diCSey6vwp,True
2019_San Mateo County_Excerpts from the Policy and Procedures Manual.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/2019-san-mateo-county-excerpts-policy-and-procedures-manualpdf,https://drive.google.com/open?id=1Sa83B3j69BMd43xnwFx8Oy3h4FsEXqhZ,True
2019_San Mateo County_Key to Competence Training.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/2019-san-mateo-county-key-competence-trainingpdf,https://drive.google.com/open?id=1Ng9vEjzSfEAu7jj7gxPq4-DQeOTVswfe,True
2019_San Mateo County_Mistrials and Missteps Training.pptx,San Mateo County,Office of the San Mateo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/2019-san-mateo-county-mistrials-and-missteps-trainingpptx,https://drive.google.com/open?id=1_PlkKh_KJFcgjsJBRQoybN8htCB-SNKq,True
2019_San Mateo County_Responding to a Batson Wheeler Motion Training.pdf,San Mateo County,Office of the San Mateo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/2019-san-mateo-county-responding-batson-wheeler-motion-trainingpdf,https://drive.google.com/open?id=1sf0zSzxRjDniM62E15r0s68lpp1DTfNJ,True
2019_San Mateo County_Sixth Amendment Training.pptx,San Mateo County,Office of the San Mateo County District Attorney,01/01/2019,,04/04/2025,https://www.aclunc.org/2019-san-mateo-county-sixth-amendment-trainingpptx,https://drive.google.com/open?id=18m1ySyD398-mhTsyj-gvbWn2SGxJ6zLq,True
"2020.01.06_San Mateo County_New Hire Training, Discovery.pdf",San Mateo County,Office of the San Mateo County District Attorney,01/06/2020,,04/04/2025,https://www.aclunc.org/20200106-san-mateo-county-new-hire-training-discoverypdf,https://drive.google.com/open?id=18XPF12nuFfXU8MYTaOFIQwOxVlukzOvl,True
2020.01.15_San Mateo County_New Legislation Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,01/15/2020,,04/04/2025,https://www.aclunc.org/20200115-san-mateo-county-new-legislation-training-announcementdocx,https://drive.google.com/open?id=1afo9OjMfIM7vuq30689cApnYb5_-2w6h,True
"2020.01_San Mateo County_New Hire Training, Agenda.pdf",San Mateo County,Office of the San Mateo County District Attorney,01/20/2025,,04/04/2025,https://www.aclunc.org/202001-san-mateo-county-new-hire-training-agendapdf,https://drive.google.com/open?id=1jn4qknM_eI-E-b19pY0dtlbCrl6h_sMr,True
2020.02.05_San Mateo County_Using Tech Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,02/05/2020,,04/04/2025,https://www.aclunc.org/20200205-san-mateo-county-using-tech-training-announcementdocx,https://drive.google.com/open?id=16HmTOB-d9nnTSYQmLcqRl9D76YloSUIS,True
2020.02.11_San Mateo County_Cross Examination Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,02/11/2020,,04/04/2025,https://www.aclunc.org/20200211-san-mateo-county-cross-examination-training-announcementdocx,https://drive.google.com/open?id=1EgxBq6L102jyGFHf-tsIIR71pHfTfDxa,True
2020.03.09_San Mateo County_Using Tech Training in Complex Cases Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,03/09/2020,,04/04/2025,https://www.aclunc.org/20200309-san-mateo-county-using-tech-training-complex-cases-announcementdocx,https://drive.google.com/open?id=1c1IYEAdqoxnHKQwvhbvF3-jeQv8y2QfS,True
2020.03.25_San Mateo County_Mental Health Cases Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,03/25/2020,,04/04/2025,https://www.aclunc.org/20200325-san-mateo-county-mental-health-cases-training-announcementdocx,https://drive.google.com/open?id=1EzfFVUYcqXLU3g35kc6SIWr37AFNflG4,True
2020.04.03_San Mateo County_Proving Strikes Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,04/03/2020,,04/04/2025,https://www.aclunc.org/20200403-san-mateo-county-proving-strikes-training-announcementpdf,https://drive.google.com/open?id=1d0bUIqWt-BTBdK_q_F3qFm1mOdaF9l_X,True
2020.04.21_San Mateo County_Announcement for Confidentiality Training.pdf,San Mateo County,Office of the San Mateo County District Attorney,04/21/2020,,04/04/2025,https://www.aclunc.org/20200421-san-mateo-county-announcement-confidentiality-trainingpdf,https://drive.google.com/open?id=1WrnHimvrVcfPGGrB1RbCcVZQCm1OAYzJ,True
2020.04.21_San Mateo County_Confidentiality vs. Disclosure Training Announcement.docx,San Mateo County,Office of the San Mateo County District Attorney,04/21/2020,,04/04/2025,https://www.aclunc.org/20200421-san-mateo-county-confidentiality-vs-disclosure-training-announcementdocx,https://drive.google.com/open?id=1ZsUGZppx6dUtbp-rZup7n2Xwfir6d4GT,True
2020.04.21_San Mateo County_Confidentiality vs. Disclosures (Juvenile Records).pdf,San Mateo County,Office of the San Mateo County District Attorney,04/21/2020,,04/04/2025,https://www.aclunc.org/20200421-san-mateo-county-confidentiality-vs-disclosures-juvenile-recordspdf,https://drive.google.com/open?id=1jynITldJGlRbKL2tNM_8Je3IoiIinLs3,True
2020.06.02_San Mateo County_Victim Services Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,06/02/2020,,04/04/2025,https://www.aclunc.org/20200602-san-mateo-county-victim-services-training-announcementpdf,https://drive.google.com/open?id=1uoKz5KovQZX9akLVTyqr7uif3PfdDLjw,True
2020.06.16_San Mateo County_Avoiding Prosecutorial Misconduct Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,06/16/2020,,04/04/2025,https://www.aclunc.org/20200616-san-mateo-county-avoiding-prosecutorial-misconduct-training-announcementpdf,https://drive.google.com/open?id=1p2n76AreiefSU92ww6dg83ZioUJf901j,True
2020.07.06_San Mateo County_Trial in the Time of Covid-19 Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,07/06/2020,,04/04/2025,https://www.aclunc.org/20200706-san-mateo-county-trial-time-covid-19-training-announcementpdf,https://drive.google.com/open?id=1LTRR8B0GMGqenStZtiwFhIn_ZjXTwxJm,True
2020.08.04_San Mateo County_Case Law Update Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,08/04/2020,,04/04/2025,https://www.aclunc.org/20200804-san-mateo-county-case-law-update-training-announcementpdf,https://drive.google.com/open?id=1_llXnDfOAtpr4k7fXE29VjIXYTiSZzoZ,True
2020.08.24_San Mateo County_Basic Prosecutorial Ethics Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,08/24/2020,,04/04/2025,https://www.aclunc.org/20200824-san-mateo-county-basic-prosecutorial-ethics-training-announcementpdf,https://drive.google.com/open?id=1PZX0IBF87jVSYDLW8lYpY9u6H0bE57zf,True
2020.09.16_San Mateo County_Faretta Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,09/16/2020,,04/04/2025,https://www.aclunc.org/20200916-san-mateo-county-faretta-training-announcementpdf,https://drive.google.com/open?id=1gqg1guIkwhm28F7jQ2ubVk932KL7qZ4e,True
2020.09.30_San Mateo County_Criminal Protective Orders Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,09/30/2020,,04/04/2025,https://www.aclunc.org/20200930-san-mateo-county-criminal-protective-orders-training-announcementpdf,https://drive.google.com/open?id=1sMcq5VyFFx1bJABGYkCMg0jgoqnA-w5I,True
2020.11.04_San Mateo County_Dismissing Sworn Jurors Training Announcement.pdf,San Mateo County,Office of the San Mateo County District Attorney,11/04/2020,,04/04/2025,https://www.aclunc.org/20201104-san-mateo-county-dismissing-sworn-jurors-training-announcementpdf,https://drive.google.com/open?id=1pDwg13kLkY2AshZu8mOFw9pc8VS3uUr1,True
